Aportes,,,,,,,,Valor mensal aportado,,,,,,Auxiliar Aportes x Carteira atual,,,,,,,,,Consolidado,,,,,,Aportes em Dolar,,,,,,,,,Desdobramentos,,,,Conversoes,,,,,Bonificação,,,
Data,Mês/ano,Titulo,Moeda,Investido,Qtde,I/Q,,Mês/ano,Aporte ,Aporte US$,Aporte consolidado,Acumulado,,Ação,Aportado,Percentual,Carteira Atual,Diferença,Quantidade,"0,00000000",Status,,Soma Reais,Soma Dolar,Meses,Média mensal,Diferença,,Reais,Cotação,Taxa cambio,IOF,Outras Taxas (Dolar),Dolar,Data,,,Ação,Fator,Data,,Ação,Fator,Data,,,Ação,Fator,Data,Quantidade
01/06/2021,6/2021,CCRO3,Real,"R$ 13,99","1,00000000","R$ 13,9900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,CYRE3,Real,"R$ 25,28","1,00000000","R$ 25,2800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,IGTA3,Real,"R$ 43,71","1,00000000","R$ 43,7100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,CSNA3,Real,"R$ 47,03","1,00000000","R$ 47,0300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2021,6/2021,NOBL,Dolar,"R$ 13,94","0,1540672","R$ 90,4800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,IGTA3,Real,"-R$ 277,11","-7,00000000","R$ 39,5871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,LCAM3,Real,"R$ 326,52","12,00000000","R$ 27,2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,BPAC11,Real,"R$ 119,44","4,00000000","R$ 29,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,CCRO3,Real,"R$ 67,40","5,00000000","R$ 13,4800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,CYRE3,Real,"R$ 91,12","4,00000000","R$ 22,7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,LREN3,Real,"R$ 85,96","2,00000000","R$ 42,9800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,PRIO3,Real,"R$ 20,21","1,00000000","R$ 20,2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,VIIA3,Real,"R$ 93,48","6,00000000","R$ 15,5800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,ITUB4,Real,"R$ 58,76","2,00000000","R$ 29,3800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,7/2021,Selic 2027,Real,"R$ 642,98","1,00000000","R$ 642,9800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,7/2021,Selic 2027,Real,"R$ 966,64","1,00000000","R$ 966,6400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,7/2021,ESPO,Dolar,"R$ 111,00","1,61454545","R$ 68,7500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,7/2021,NOBL,Dolar,"R$ 80,62","0,8833132","R$ 91,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,CSNA3,Real,"-R$ 169,61","-6,00000000","R$ 28,2683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,LREN3,Real,"-R$ 377,68","-8,00000000","R$ 47,2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,LCAM3,Real,"-R$ 326,52","-12,00000000","R$ 27,2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,CYRE3,Real,"-R$ 361,66","-15,00000000","R$ 24,1107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,VALE3,Real,"-R$ 110,20","-1,00000000","R$ 110,2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,CCRO3,Real,"R$ 26,70","2,00000000","R$ 13,3500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,ITUB4,Real,"R$ 92,97","3,00000000","R$ 30,9900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,IVVB11,Real,"R$ 489,64","2,00000000","R$ 244,8200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,JBSS3,Real,"R$ 365,97","11,00000000","R$ 33,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,MULT3,Real,"R$ 362,85","15,00000000","R$ 24,1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,PRIO3,Real,"R$ 89,05","5,00000000","R$ 17,8100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,PSSA3,Real,"R$ 375,76","7,00000000","R$ 53,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,VIIA3,Real,"R$ 12,88","1,00000000","R$ 12,8800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,8/2021,HGLG11,Real,"R$ 2.084,16","13,00000000","R$ 160,3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2021,8/2021,Selic 2027,Real,"R$ 862,29","1,00000000","R$ 862,2900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2021,8/2021,Prefixado 2026,Real,"R$ 40,57","1,00000000","R$ 40,5700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2021,8/2021,IPCA+ Juros 2030,Real,"R$ 165,68","1,00000000","R$ 165,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2021,8/2021,CPLE11,Real,"R$ 215,52","7,00000000","R$ 30,7886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,IVV,Dolar,"R$ 50,00","0,11321438","R$ 441,6400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,ESPO,Dolar,"R$ 43,00","0,63356416","R$ 67,8700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,NOBL,Dolar,"R$ 2,00","0,0215564","R$ 92,7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,NOBL,Dolar,"R$ 10,00","0,1078051","R$ 92,7600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,ESPO,Dolar,"R$ 16,00","0,23532872","R$ 67,9900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,VNQ,Dolar,"R$ 16,00","0,15055989","R$ 106,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,NOBL,Dolar,"R$ 16,00","0,1723952","R$ 92,8100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2021,8/2021,IVV,Dolar,"R$ 16,23","0,03673192","R$ 441,8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,BPAC11,Real,"-R$ 311,64","-12,00000000","R$ 25,9700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,CCRO3,Real,"-R$ 366,07","-28,00000000","R$ 13,0739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,ITUB4,Real,"-R$ 454,53","-15,00000000","R$ 30,3020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,JBSS3,Real,"-R$ 365,97","-11,00000000","R$ 33,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,MULT3,Real,"-R$ 362,85","-15,00000000","R$ 24,1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,PRIO3,Real,"-R$ 374,35","-21,00000000","R$ 17,8262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,PSSA3,Real,"-R$ 375,76","-7,00000000","R$ 53,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,VIIA3,Real,"-R$ 416,44","-28,00000000","R$ 14,8729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,VALE3,Real,"-R$ 181,29","-3,00000000","R$ 60,4300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,B3SA3,Real,"R$ 819,09","57,00000000","R$ 14,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,CYRE3,Real,"R$ 826,97","41,00000000","R$ 20,1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,GGBR4,Real,"R$ 826,21","29,00000000","R$ 28,4900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,VIVT3,Real,"R$ 831,63","38,00000000","R$ 21,8850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,TRPL4,Real,"R$ 826,32","33,00000000","R$ 25,0400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,BCFF11,Real,"R$ 369,69","40,00000000","R$ 9,2423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,KNRI11,Real,"R$ 423,54","3,00000000","R$ 141,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,HFOF11,Real,"R$ 173,34","2,00000000","R$ 86,6700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,BCFF11,Real,"R$ 221,70","24,00000000","R$ 9,2375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,KNRI11,Real,"R$ 282,64","2,00000000","R$ 141,3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,HFOF11,Real,"R$ 173,22","2,00000000","R$ 86,6100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,9/2021,SAPR11,Real,"R$ 77,56","4,00000000","R$ 19,3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2021,9/2021,Prefixado 2026,Real,"R$ 351,20","1,00000000","R$ 351,2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,BOVA11,Real,"R$ 541,35","5,00000000","R$ 108,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,DIVO11,Real,"R$ 263,80","4,00000000","R$ 65,9500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,MDIA3,Real,"R$ 123,16","4,00000000","R$ 30,7900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,EZTC3,Real,"R$ 101,96","4,00000000","R$ 25,4900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,FLRY3,Real,"R$ 267,63","11,00000000","R$ 24,3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2021,9/2021,SUZB3,Real,"R$ 215,20","4,00000000","R$ 53,8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,ESPO,Dolar,"R$ 14,68","0,23118110","R$ 63,5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,ABEV3,Real,"R$ 30,36","2,00000000","R$ 15,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,EMBR3,Real,"R$ 48,02","2,00000000","R$ 24,0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,ITSA4,Real,"R$ 22,90","2,00000000","R$ 11,4500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,WEGE3,Real,"R$ 80,56","2,00000000","R$ 40,2800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,WIZC3,Real,"R$ 24,76","2,00000000","R$ 12,3800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,10/2021,GRND3,Real,"R$ 18,78","2,00000000","R$ 9,3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2021,10/2021,SAPR11,Real,"R$ 91,75","5,00000000","R$ 18,3500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2021,10/2021,Selic 2027,Real,"R$ 1.090,26","1,00000000","R$ 1.090,2600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2021,11/2021,WEGE3,Real,"R$ 296,32","8,00000000","R$ 37,0400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2021,11/2021,BCFF11,Real,"R$ 525,12","64,00000000","R$ 8,2050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2021,11/2021,BCFF11,Real,"R$ 262,52","32,00000000","R$ 8,2038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2021,11/2021,BCFF11,Real,"R$ 459,55","56,00000000","R$ 8,2063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2021,11/2021,BCFF11,Real,"R$ 262,80","32,00000000","R$ 8,2125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2021,11/2021,CDB Banco Maxima,Real,"-R$ 200,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,BOVA11,Real,"R$ 200,12","2,00000000","R$ 100,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,DIVO11,Real,"R$ 255,92","4,00000000","R$ 63,9800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,SMAL11,Real,"R$ 115,73","1,00000000","R$ 115,7300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,FLRY3,Real,"R$ 285,90","15,00000000","R$ 19,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,SUZB3,Real,"R$ 211,36","4,00000000","R$ 52,8400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,EZTC3,Real,"R$ 210,98","11,00000000","R$ 19,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,11/2021,GRND3,Real,"R$ 17,66","2,00000000","R$ 8,8300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2021,12/2021,NUBR33,Real,"R$ 693,88","83,00000000","R$ 8,3600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2021,12/2021,ITSA4,Real,"R$ 132,24","7,00000000","R$ 18,8914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2022,1/2022,ESPO,Dolar,"R$ 68,60","1,02894855","R$ 66,6700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,BTCUSD,Dolar,"R$ 2,00","0,00004277","R$ 46.761,7489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,CDB Banco Pine,Real,"-R$ 100,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,WEGE3,Real,"R$ 190,98","6,00000000","R$ 31,8300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,GRND3,Real,"R$ 176,00","22,00000000","R$ 8,0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,MDIA3,Real,"R$ 149,40","6,00000000","R$ 24,9000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,FLRY3,Real,"R$ 116,20","7,00000000","R$ 16,6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,B3SA3,Real,"R$ 107,10","10,00000000","R$ 10,7100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,ITSA4,Real,"R$ 81,54","9,00000000","R$ 9,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,SMAL11,Real,"R$ 216,80","2,00000000","R$ 108,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,BOVA11,Real,"R$ 99,78","1,00000000","R$ 99,7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,DIVO11,Real,"R$ 63,52","1,00000000","R$ 63,5200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,CYRE3,Real,"R$ 329,36","23,00000000","R$ 14,3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,GGBR4,Real,"R$ 137,80","5,00000000","R$ 27,5600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,VIVT3,Real,"R$ 142,83","6,00000000","R$ 23,8050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,TRPL4,Real,"R$ 146,22","6,00000000","R$ 24,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,SAPR11,Real,"R$ 198,99","11,00000000","R$ 18,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,B3SA3,Real,"R$ 118,25","11,00000000","R$ 10,7500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,FLRY3,Real,"R$ 183,26","11,00000000","R$ 16,6600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,MDIA3,Real,"R$ 274,78","11,00000000","R$ 24,9800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,EZTC3,Real,"R$ 208,23","11,00000000","R$ 18,9300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,CYRE3,Real,"R$ 58,32","4,00000000","R$ 14,5800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,1/2022,ITSA4,Real,"R$ 9,12","1,00000000","R$ 9,1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2022,1/2022,BTC,Real,"R$ 128,52","0,00050776","R$ 253.111,7063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2022,1/2022,MAUÁ CAPITAL AÇÕES FIC FIA,Real,"-R$ 2.178,18",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,BTC,Real,"R$ 98,00","0,00039858","R$ 245.872,8486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,WEGE3,Real,"R$ 213,57","7,00000000","R$ 30,5100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,ITSA4,Real,"R$ 117,78","13,00000000","R$ 9,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,GRND3,Real,"R$ 110,46","14,00000000","R$ 7,8900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,ABEV3,Real,"R$ 89,82","6,00000000","R$ 14,9700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,FLRY3,Real,"R$ 16,40","1,00000000","R$ 16,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,WIZC3,Real,"R$ 14,48","2,00000000","R$ 7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,SMAL11,Real,"R$ 205,64","2,00000000","R$ 102,8200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,BOVA11,Real,"R$ 98,22","1,00000000","R$ 98,2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,DIVO11,Real,"R$ 62,69","1,00000000","R$ 62,6900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,GGBR4,Real,"R$ 27,58","1,00000000","R$ 27,5800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,TRPL4,Real,"R$ 23,93","1,00000000","R$ 23,9300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,CYRE3,Real,"R$ 13,92","1,00000000","R$ 13,9200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,CPLE11,Real,"R$ 151,70","5,00000000","R$ 30,3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,1/2022,ITSA4,Real,"R$ 54,36","6,00000000","R$ 9,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,HFOF11,Real,"R$ 1.447,92","18,00000000","R$ 80,4400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,DIVO11,Real,"R$ 127,66","2,00000000","R$ 63,8300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,TRPL4,Real,"R$ 71,22","3,00000000","R$ 23,7400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,WEGE3,Real,"R$ 173,58","6,00000000","R$ 28,9300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,ABEV3,Real,"R$ 104,65","7,00000000","R$ 14,9500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,WIZC3,Real,"R$ 42,18","6,00000000","R$ 7,0300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,1/2022,BTC,Real,"R$ 196,00","0,00083044","R$ 236.019,4596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,BTC,Real,"R$ 196,00","0,00097682","R$ 200.651,0923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,ESPO,Dolar,"R$ 105,00","1,74476570","R$ 60,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,ESPO,Dolar,"R$ 92,74","1,53263923","R$ 60,5100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,IVV,Dolar,"R$ 92,74","0,20847008","R$ 444,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,NOBL,Dolar,"R$ 92,74","0,9964543","R$ 93,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2022,1/2022,VNQ,Dolar,"R$ 92,74","0,88122386","R$ 105,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2022,2/2022,HFOF11,Real,"R$ 229,20","3,00000000","R$ 76,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2022,2/2022,BTC,Real,"R$ 87,47","0,00038410","R$ 227.727,1544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2022,2/2022,BTC,Real,"R$ 69,93","0,00036314","R$ 192.570,3585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
