Aportes,,,,,,,,Valor mensal aportado,,,,,,Auxiliar Aportes x Carteira atual,,,,,,,,,Consolidado,,,,,,Aportes em Dolar,,,,,,,,,Desdobramentos,,,,Conversoes,,,,,Bonificação,,,
Data,Mês/ano,Titulo,Moeda,Investido,Qtde,I/Q,,Mês/ano,Aporte ,Aporte US$,Aporte consolidado,Acumulado,,Ação,Aportado,Percentual,Carteira Atual,Diferença,Quantidade,"0,00000000",Status,,Soma Reais,Soma Dolar,Meses,Média mensal,Diferença,,Reais,Cotação,Taxa cambio,IOF,Outras Taxas (Dolar),Dolar,Data,,,Ação,Fator,Data,,Ação,Fator,Data,,,Ação,Fator,Data,Quantidade
09/04/2020,4/2020,KNRI11,Real,"R$ 305,60","2,00000000","R$ 152,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,HFOF11,Real,"R$ 504,35","5,00000000","R$ 100,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,ITSA4,Real,"R$ 47,35","5,00000000","R$ 9,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,ABEV3,Real,"R$ 62,00","5,00000000","R$ 12,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,EGIE3,Real,"-R$ 52,82","-1,00000000","R$ 52,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,KLBN11,Real,"-R$ 57,92","-3,00000000","R$ 19,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,PSSA3,Real,"-R$ 61,63","-1,00000000","R$ 61,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,RADL3,Real,"-R$ 122,19","-1,00000000","R$ 122,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,VIVT4,Real,"-R$ 60,90","-1,00000000","R$ 60,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,VALE3,Real,"R$ 87,02","2,00000000","R$ 43,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,VIIA3,Real,"R$ 35,12","4,00000000","R$ 8,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,MGLU3,Real,"R$ 49,04","4,00000000","R$ 12,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,MRFG3,Real,"R$ 50,68","4,00000000","R$ 12,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,B3SA3,Real,"R$ 38,09","3,00000000","R$ 12,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,5/2020,ABEV3,Real,"R$ 11,24","1,00000000","R$ 11,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2020,5/2020,ITSA4,Real,"R$ 45,20","5,00000000","R$ 9,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020,5/2020,NOBL,Dolar,"R$ 1,00","0,0160359","R$ 62,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,NOBL,Dolar,"R$ 17,04","0,2691943","R$ 63,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,SAPR11,Real,"R$ 148,38","6,00000000","R$ 24,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,HFOF11,Real,"R$ 804,52","8,00000000","R$ 100,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,MAUÁ CAPITAL AÇÕES FIC FIA,Real,"R$ 500,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,Selic 2025,Real,"R$ 954,08","1,00000000","R$ 954,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,IPCA+ 2026,Real,"R$ 0,00","1,00000000","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,HGLG11,Real,"R$ 524,94","3,00000000","R$ 174,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,BCFF11,Real,"R$ 428,30","40,00000000","R$ 10,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020,5/2020,KNRI11,Real,"R$ 656,36","4,00000000","R$ 164,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2020,5/2020,NOBL,Dolar,"R$ 83,90","1,3268501","R$ 63,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2020,5/2020,NOBL,Dolar,"R$ 0,00","0,0000000",#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2020,5/2020,JNJ,Dolar,"R$ 5,00","0,03354804","R$ 149,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,5/2020,BCFF11,Real,"R$ 84,33","8,00000000","R$ 10,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,5/2020,GRND3,Real,"R$ 44,45","7,00000000","R$ 6,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,5/2020,IVV,Dolar,"-R$ 156,11",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,5/2020,NOBL,Dolar,"-R$ 36,75","0,0000000",#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2020,5/2020,IVV,Dolar,"R$ 157,60","0,53450000","R$ 294,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2020,5/2020,NOBL,Dolar,"R$ 32,67","0,5104000","R$ 64,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2020,5/2020,NOBL,Dolar,"R$ 0,17","0,0026443","R$ 64,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,ABEV3,Real,"-R$ 62,00","-5,00000000","R$ 12,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,ITUB4,Real,"-R$ 54,00","-2,00000000","R$ 27,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,B3SA3,Real,"-R$ 38,09","-3,00000000","R$ 12,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,CSAN3,Real,"R$ 69,65","1,00000000","R$ 69,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,CYRE3,Real,"R$ 34,54","2,00000000","R$ 17,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,6/2020,GGBR4,Real,"R$ 54,22","4,00000000","R$ 13,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2020,6/2020,NOBL,Dolar,"R$ 0,02","0,0002824","R$ 70,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2020,6/2020,ABEV3,Real,"R$ 98,35","7,00000000","R$ 14,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2020,6/2020,NOBL,Dolar,"R$ 20,13","0,2997766","R$ 67,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2020,6/2020,BCFF11,Real,"R$ 88,14","8,00000000","R$ 11,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,6/2020,VNQ,Dolar,"R$ 33,50","0,39800403","R$ 84,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2020,6/2020,VNQ,Dolar,"R$ 0,47","0,00588456","R$ 79,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,HFOF11,Real,"R$ 602,16","6,00000000","R$ 100,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,VNQ,Dolar,"R$ 0,22","0,00279294","R$ 78,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,PETR4,Real,"-R$ 21,62","-1,00000000","R$ 21,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,VALE3,Real,"-R$ 54,70","-1,00000000","R$ 54,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,B3SA3,Real,"R$ 55,93","3,00000000","R$ 18,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,COGN3,Real,"R$ 61,47","9,00000000","R$ 6,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,EVEN3,Real,"R$ 57,70","5,00000000","R$ 11,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,GGBR4,Real,"-R$ 54,22","-4,00000000","R$ 13,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,SLCE3,Real,"-R$ 43,72","-2,00000000","R$ 21,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,7/2020,MRFG3,Real,"-R$ 50,68","-4,00000000","R$ 12,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,7/2020,VNQ,Dolar,"R$ 0,70","0,00857422","R$ 81,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,7/2020,EVEN3,Real,"R$ 12,20","1,00000000","R$ 12,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,7/2020,CYRE3,Real,"R$ 25,01","1,00000000","R$ 25,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,7/2020,COGN3,Real,"R$ 7,06","1,00000000","R$ 7,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,7/2020,EVEN3,Real,"R$ 12,18","1,00000000","R$ 12,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2020,7/2020,HGLG11,Real,"R$ 2.641,29","17,00000000","R$ 155,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2020,8/2020,CYRE3,Real,"-R$ 27,00","-1,00000000","R$ 27,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,8/2020,COGN3,Real,"-R$ 68,53","-10,00000000","R$ 6,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,8/2020,EVEN3,Real,"-R$ 82,08","-7,00000000","R$ 11,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,8/2020,VALE3,Real,"R$ 61,03","1,00000000","R$ 61,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,8/2020,BTOW3,Real,"R$ 124,00","1,00000000","R$ 124,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,8/2020,EZTC3,Real,"R$ 81,30","2,00000000","R$ 40,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2020,8/2020,VNQ,Dolar,"R$ 120,00","1,48093298","R$ 81,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2020,8/2020,VNQ,Dolar,"R$ 27,37","0,33748458","R$ 81,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2020,8/2020,IVV,Dolar,"R$ 27,37","0,08066369","R$ 339,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2020,8/2020,NOBL,Dolar,"R$ 27,37","0,3718245","R$ 73,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2020,8/2020,VNQ,Dolar,"R$ 9,37","0,11482843","R$ 81,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,IVV,Dolar,"R$ 72,73","0,20988081","R$ 346,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,NOBL,Dolar,"R$ 8,00","0,1093045","R$ 73,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,NOBL,Dolar,"R$ 72,70","0,9935766","R$ 73,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,VNQ,Dolar,"R$ 23,00","0,28402074","R$ 80,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,VNQ,Dolar,"R$ 72,70","0,89941853","R$ 80,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,ESPO,Dolar,"R$ 185,94","3,00000000","R$ 61,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,ESPO,Dolar,"R$ 26,06","0,42045821","R$ 61,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,ESPO,Dolar,"R$ 62,00","1,00000000","R$ 62,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,8/2020,ESPO,Dolar,"R$ 10,70","0,17258064","R$ 62,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,ESPO,Dolar,"R$ 6,00","0,09678980","R$ 61,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,ESPO,Dolar,"R$ 123,98","2,00000000","R$ 61,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,ESPO,Dolar,"R$ 18,32","0,29553153","R$ 61,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,IVV,Dolar,"R$ 142,30","0,40413507","R$ 352,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,VNQ,Dolar,"R$ 81,78","1,00000000","R$ 81,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,VNQ,Dolar,"R$ 60,52","0,74003423","R$ 81,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,NOBL,Dolar,"R$ 73,72","1,0000000","R$ 73,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,8/2020,NOBL,Dolar,"R$ 68,63","0,9309550","R$ 73,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,BBDC4,Real,"R$ 84,60","4,00000000","R$ 21,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,GGBR4,Real,"R$ 78,96","4,00000000","R$ 19,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,B3SA3,Real,"R$ 60,10","3,00000000","R$ 20,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,CYRE3,Real,"R$ 24,56","1,00000000","R$ 24,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,PETR4,Real,"R$ 22,66","1,00000000","R$ 22,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,BTOW3,Real,"-R$ 124,00","-1,00000000","R$ 124,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,EZTC3,Real,"-R$ 78,76","-2,00000000","R$ 39,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,9/2020,VIIA3,Real,"-R$ 20,54","-1,00000000","R$ 20,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,NOBL,Dolar,"R$ 10,14","0,1368421","R$ 74,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,IVV,Dolar,"R$ 20,24","0,05897092","R$ 343,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,ESPO,Dolar,"R$ 15,68","0,25675454","R$ 61,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,NOBL,Dolar,"R$ 68,15","0,9201998","R$ 74,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,IVV,Dolar,"R$ 68,15","0,19874019","R$ 342,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,VNQ,Dolar,"R$ 68,15","0,81353706","R$ 83,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,ESPO,Dolar,"R$ 61,03","1,00000000","R$ 61,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,9/2020,ESPO,Dolar,"R$ 7,13","0,11682778","R$ 61,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,NOBL,Dolar,"R$ 15,10","0,2077886","R$ 72,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,IVV,Dolar,"R$ 12,31","0,03637706","R$ 338,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,VNQ,Dolar,"R$ 32,98","0,41604642","R$ 79,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,NOBL,Dolar,"R$ 41,90","0,5768966","R$ 72,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,IVV,Dolar,"R$ 41,90","0,12372656","R$ 338,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,VNQ,Dolar,"R$ 41,90","0,52877334","R$ 79,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,9/2020,ESPO,Dolar,"R$ 41,92","0,67842692","R$ 61,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,NOBL,Dolar,"R$ 4,51","0,0622670","R$ 72,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,EGIE3,Real,"R$ 80,74","2,00000000","R$ 40,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,CYRE3,Real,"R$ 23,80","1,00000000","R$ 23,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,GGBR4,Real,"R$ 20,64","1,00000000","R$ 20,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,PETR4,Real,"R$ 19,26","1,00000000","R$ 19,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,VIIA3,Real,"R$ 35,20","2,00000000","R$ 17,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,WEGE3,Real,"R$ 65,48","2,00000000","R$ 32,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,10/2020,BBDC4,Real,"-R$ 84,60","-4,00000000","R$ 21,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,IVV,Dolar,"R$ 9,17","0,02639608","R$ 347,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,VNQ,Dolar,"R$ 6,22","0,07596482","R$ 81,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,ESPO,Dolar,"R$ 24,29","0,39438220","R$ 61,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,NOBL,Dolar,"R$ 64,59","0,8584530","R$ 75,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,IVV,Dolar,"R$ 64,59","0,18598289","R$ 347,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,VNQ,Dolar,"R$ 64,59","0,78787509","R$ 81,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,ESPO,Dolar,"R$ 61,52","1,00000000","R$ 61,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,10/2020,ESPO,Dolar,"R$ 3,07","0,04990247","R$ 61,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,ABEV3,Real,"R$ 109,53","9,00000000","R$ 12,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,CYRE3,Real,"R$ 22,73","1,00000000","R$ 22,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,LIGT3,Real,"R$ 100,85","5,00000000","R$ 20,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,LWSA3,Real,"R$ 145,86","2,00000000","R$ 72,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,PETR4,Real,"R$ 19,50","1,00000000","R$ 19,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,CSAN3,Real,"-R$ 69,65","-1,00000000","R$ 69,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,EGIE3,Real,"-R$ 80,74","-2,00000000","R$ 40,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,VIIA3,Real,"-R$ 49,78","-5,00000000","R$ 9,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,11/2020,WEGE3,Real,"-R$ 76,50","-2,00000000","R$ 38,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,NOBL,Dolar,"R$ 24,54","0,3297944","R$ 74,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,IVV,Dolar,"R$ 18,08","0,05200483","R$ 347,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,VNQ,Dolar,"R$ 25,69","0,31739560","R$ 80,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,NOBL,Dolar,"R$ 34,34","0,4611253","R$ 74,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,IVV,Dolar,"R$ 34,34","0,09858467","R$ 348,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,VNQ,Dolar,"R$ 34,34","0,42452713","R$ 80,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,11/2020,ESPO,Dolar,"R$ 34,34","0,54078740","R$ 63,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,CPLE6,Real,"R$ 270,16","40,00000000","R$ 6,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,IVV,Dolar,"R$ 14,62","0,04083912","R$ 357,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,VNQ,Dolar,"R$ 2,29","0,02704298","R$ 84,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,ESPO,Dolar,"R$ 54,15","0,87808041","R$ 61,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,NOBL,Dolar,"R$ 40,73","0,5199796","R$ 78,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,IVV,Dolar,"R$ 40,73","0,11372012","R$ 358,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
